Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex_phenotype,sex_genotype,SRA Study,tissue
SRR22066347,WGS,302,6672406422,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490013,Model organism or animal,2178336726,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047754,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-012,AST-22-012,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:22:00Z,1,AST-22-012,male,M,SRP404907,caudal fin
SRR22066337,WGS,302,9252346216,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490014,Model organism or animal,3032714700,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047779,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-013,AST-22-013,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:08:00Z,1,AST-22-013,male,M,SRP404907,caudal fin
SRR22066336,WGS,302,9157563818,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490015,Model organism or animal,3019751707,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047782,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-014,AST-22-014,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:04:00Z,1,AST-22-014,male,M,SRP404907,caudal fin
SRR22066335,WGS,302,8007857670,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490016,Model organism or animal,2652974273,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047785,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-015,AST-22-015,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:09:00Z,1,AST-22-015,female,M,SRP404907,caudal fin
SRR22066334,WGS,302,8910619324,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490017,Model organism or animal,2927455542,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047787,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-016,AST-22-016,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:07:00Z,1,AST-22-016,male,M,SRP404907,caudal fin
SRR22066333,WGS,302,8977939352,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490018,Model organism or animal,2948736810,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047790,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-017,AST-22-017,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:04:00Z,1,AST-22-017,female,F,SRP404907,caudal fin
SRR22066297,WGS,302,7994866838,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490019,Model organism or animal,2633293770,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047868,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-018,AST-22-018,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:02:00Z,1,AST-22-018,female,F,SRP404907,caudal fin
SRR22066296,WGS,302,6976652094,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490020,Model organism or animal,2307945748,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,intermediate,SRX18047870,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-019,AST-22-019,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:01:00Z,1,AST-22-019,female,M,SRP404907,caudal fin
SRR22066295,WGS,302,8636061460,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490021,Model organism or animal,2856805607,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047872,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-020,AST-22-020,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:01:00Z,1,AST-22-020,female,F,SRP404907,caudal fin
SRR22066293,WGS,302,6794651190,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490022,Model organism or animal,2235788460,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047876,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-021,AST-22-021,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:01:00Z,1,AST-22-021,male,F,SRP404907,caudal fin
SRR22066292,WGS,302,6438073448,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490023,Model organism or animal,2106568248,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,intermediate,SRX18047878,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-022,AST-22-022,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:07:00Z,1,AST-22-022,female,F,SRP404907,caudal fin
SRR22066291,WGS,302,6228821876,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490024,Model organism or animal,2026049403,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047880,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-023,AST-22-023,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T13:57:00Z,1,AST-22-023,missing,F,SRP404907,caudal fin
SRR22066290,WGS,302,7412938810,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490025,Model organism or animal,2427351055,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047882,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-024,AST-22-024,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:02:00Z,1,AST-22-024,female,F,SRP404907,caudal fin
SRR22066289,WGS,302,8506594362,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490026,Model organism or animal,2814617644,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,intermediate,SRX18047884,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-025,AST-22-025,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:07:00Z,1,AST-22-025,female,F,SRP404907,caudal fin
SRR22066288,WGS,302,9606817810,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490027,Model organism or animal,3158108155,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047887,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-026,AST-22-026,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:25:00Z,1,AST-22-026,female,M,SRP404907,caudal fin
SRR22066287,WGS,302,10893396398,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490028,Model organism or animal,3593949834,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047889,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-027,AST-22-027,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:13:00Z,1,AST-22-027,female,F,SRP404907,caudal fin
SRR22066286,WGS,302,9534373144,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490029,Model organism or animal,3147044798,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047891,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-028,AST-22-028,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:07:00Z,1,AST-22-028,female,F,SRP404907,caudal fin
SRR22066285,WGS,302,8397177044,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490030,Model organism or animal,2774225102,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047893,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-029,AST-22-029,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:00:00Z,1,AST-22-029,male,F,SRP404907,caudal fin
SRR22066284,WGS,302,8777753820,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490031,Model organism or animal,2899517312,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047895,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-030,AST-22-030,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:03:00Z,1,AST-22-030,female,M,SRP404907,caudal fin
SRR22066282,WGS,302,9525654706,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490032,Model organism or animal,3138127235,MOUNT ROYAL UNIVERSITY,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047900,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-031,AST-22-031,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:04:00Z,1,AST-22-031,female,M,SRP404907,caudal fin
SRR22066281,WGS,302,9315195436,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490033,Model organism or animal,3072178675,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047902,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-032,AST-22-032,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:05:00Z,1,AST-22-032,missing,M,SRP404907,caudal fin
SRR22066280,WGS,302,5076016604,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490034,Model organism or animal,1652959643,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047904,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-033,AST-22-033,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T13:57:00Z,1,AST-22-033,male,F,SRP404907,caudal fin
SRR22066279,WGS,302,7095201288,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490035,Model organism or animal,2322979767,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047906,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-034,AST-22-034,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:04:00Z,1,AST-22-034,female,M,SRP404907,caudal fin
SRR22066278,WGS,302,7356758958,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490036,Model organism or animal,2409425564,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047908,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-035,AST-22-035,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:02:00Z,1,AST-22-035,female,M,SRP404907,caudal fin
SRR22066277,WGS,302,6924369854,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490037,Model organism or animal,2272326658,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047910,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-036,AST-22-036,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:02:00Z,1,AST-22-036,female,M,SRP404907,caudal fin
SRR22066276,WGS,302,9384519536,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490038,Model organism or animal,3090728798,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047913,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-037,AST-22-037,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:03:00Z,1,AST-22-037,male,F,SRP404907,caudal fin
SRR22066275,WGS,302,8170903544,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490039,Model organism or animal,2684265956,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047915,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-038,AST-22-038,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:04:00Z,1,AST-22-038,female,F,SRP404907,caudal fin
SRR22066274,WGS,302,8613721614,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490040,Model organism or animal,2843475468,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047917,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-039,AST-22-039,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:04:00Z,1,AST-22-039,male,F,SRP404907,caudal fin
SRR22066273,WGS,302,9899008548,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490041,Model organism or animal,3273208624,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047919,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-041,AST-22-041,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:09:00Z,1,AST-22-041,male,F,SRP404907,caudal fin
SRR22066271,WGS,302,8304713402,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490042,Model organism or animal,2724645008,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047923,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-042,AST-22-042,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:01:00Z,1,AST-22-042,female,F,SRP404907,caudal fin
SRR22066270,WGS,302,9845510154,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490043,Model organism or animal,3229261650,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047925,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-043,AST-22-043,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:09:00Z,1,AST-22-043,missing,M,SRP404907,caudal fin
SRR22066332,WGS,302,7682517298,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490044,Model organism or animal,2526207996,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047793,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-044,AST-22-044,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T13:57:00Z,1,AST-22-044,missing,F,SRP404907,caudal fin
SRR22066331,WGS,302,4155198974,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490045,Model organism or animal,1348526989,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,unspined,SRX18047796,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-045,AST-22-045,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T13:53:00Z,1,AST-22-045,female,M,SRP404907,caudal fin
SRR22066330,WGS,302,6689642770,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490046,Model organism or animal,2189999064,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047798,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-046,AST-22-046,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:02:00Z,1,AST-22-046,female,M,SRP404907,caudal fin
SRR22066329,WGS,302,5812212876,"Jon Mee\, Mount Royal University",PRJNA895038,SAMN31490047,Model organism or animal,1886446690,MOUNT ROYAL UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",adult,spined,SRX18047800,Canada,North America,"Canada: Alberta\, Astotin Lake",Illumina NovaSeq 6000,AST-22-047,AST-22-047,PAIRED,RANDOM,GENOMIC,Culaea inconstans,ILLUMINA,2023-08-31T00:00:00Z,2022-10-27T14:00:00Z,1,AST-22-047,missing,M,SRP404907,caudal fin
